1837,Rafa³,Górski,94536189300,25.04.1984,40-166,M
1838,Krzysztof,Danielak,69822259151,05.09.1970,3-358,K
1839,Adrian,Kowalczyk,81426616217,24.05.1988,7-063,K
1840,Cezary,Wójcik,84456055160,05.10.1979,46-126,M
1841,Marcin,Brodowicz,92143679644,06.11.1996,71-032,K
1842,Marcin,Danielak,77769419968,23.01.1986,55-144,K
1843,Adrian,Zieliñski,90305440170,25.09.1962,4-545,M
1844,Cezary,Kowalski,79681898688,03.03.1965,72-938,M
1845,Piotr,Boguszewski,72779816346,05.02.1989,51-314,M
1846,Cezary,Boguszewski,75452548338,05.11.1984,54-215,K
1847,Damian,Górski,88346029098,09.07.1982,33-464,M
1848,Tomek,Wójcik,71540550421,12.06.1988,23-028,M
1849,Marcin,Czerwiñski,72058253696,19.12.1986,49-157,M
1850,Marcin,Górski,94814939959,22.01.1978,12-853,M
1851,Wojciech,Danielak,96068760626,25.09.1988,46-215,K
1852,Adam,Wiœniewski,98523094998,06.11.1960,27-462,M
1853,Marcin,Brodowicz,71716699296,11.04.1970,1-492,M
1854,Bogdan,Kamiñski,95198934014,24.09.1971,31-786,K
1855,Jakub,Wiœniewski,73262947226,18.05.1970,74-540,M
1856,Michal,Kowalczyk,79271669330,07.07.1993,21-339,K
1857,Wojciech,Zieliñski,68242299238,11.10.1988,46-295,M
1858,Rafa³,Jab³onowski,76909569724,19.06.1969,1-067,K
1859,Michal,Wolny,69605020453,24.12.1978,90-565,K
1860,Rafa³,Abacki,64525350990,10.06.1983,77-910,K
1861,Michal,WoŸniak,65465818725,02.10.1967,39-679,K
1862,Adrian,Wolny,64525419188,01.08.1976,24-853,M
1863,Sebastian,Abacki,66769494518,17.01.1988,64-886,K
1864,Adrian,Czerwiñski,93361502113,11.01.1988,85-734,M
1865,Adam,Nowak,88325015156,04.04.1998,24-427,K
1866,Sebastian,Czerwiñski,97803502050,16.10.1990,29-166,M
1867,Rafa³,Górski,92871153863,27.06.1972,59-039,M
1868,Krzysztof,Wiœniewski,96756300849,23.09.1980,37-180,M
1869,Cezary,WoŸniak,72965785400,08.05.1965,59-104,K
1870,Jakub,Kamiñski,65237283442,11.06.1963,17-329,M
1871,Damian,Wójcik,76639197504,03.04.1989,21-305,K
1872,Michal,Szymañski,68354987299,26.09.1970,2-778,M
1873,Krzysztof,Brodowicz,87649130929,01.09.1965,37-196,M
1874,Michal,Wójcik,95102217559,01.11.1999,13-532,M
1875,Adam,Wójcik,70871751120,19.08.1999,89-866,M
1876,Marcin,Wiœniewski,68783210886,17.06.1974,16-523,K
1877,Michal,Abacki,70836006805,04.12.1998,3-243,M
1878,Cezary,Górski,76588651486,12.08.1978,51-495,K
1879,Tomek,Wiœniewski,69901305921,24.12.1961,15-188,M
1880,Sylwester,Kowalczyk,93357410967,06.01.1977,16-691,K
1881,Michal,Jab³onowski,68023950565,03.12.1969,36-254,K
1882,Damian,Szymañski,98308774310,19.01.1983,79-815,K
1883,Szymon,Kowalczyk,93536832685,22.05.1973,9-122,K
1884,Jakub,Wiœniewski,82920034151,08.01.1985,42-115,M
1885,Marcin,Abacki,98798081663,01.11.1979,43-775,M
1886,Cezary,Danielak,88628195598,10.02.1996,72-705,K
1887,Krzysztof,Kowalczyk,79037488958,10.03.1969,18-940,K
1888,Sebastian,Zieliñski,79928086763,20.11.1967,21-266,M
1889,Bogdan,Jab³onowski,91397148531,10.08.1991,55-665,M
1890,Rafa³,Zieliñski,91798912961,12.08.1995,53-816,K
1891,Tomek,Górski,89105450539,02.11.1994,28-566,K
1892,Aleksander,Brodowicz,65623196005,07.11.1960,42-323,M
1893,Damian,Wolny,65373458538,11.12.1960,49-463,K
1894,Adrian,Szymañski,75054992642,16.06.1985,17-940,K
1895,Sylwester,Kowalski,80203206927,16.02.1969,49-367,M
1896,Wojciech,Abacki,96564164822,10.12.1996,20-651,K
1897,Sebastian,Wójcik,87068449648,20.10.1976,83-543,M
1898,Szymon,Wolny,90777205208,04.04.1995,37-321,K
1899,Sebastian,Wiœniewski,70583279066,01.07.1980,57-973,K
1900,Wojciech,Boguszewski,68486171916,18.09.1991,1-369,M
1901,Adam,Kowalski,89085583218,04.09.1977,81-821,M
1902,Wojciech,Wiœniewski,75156241236,15.04.1976,68-777,M
1903,Bogdan,Nowak,97578869765,17.04.1969,78-011,K
1904,Adam,WoŸniak,68427864673,03.12.1999,38-172,K
1905,Wojciech,Kowalski,93672790263,22.07.1991,74-565,M
1906,Aleksander,Danielak,81997127395,28.11.1965,10-553,M
1907,Szymon,Kowalczyk,61390235756,14.11.1982,47-041,K
1908,Jakub,Kowalczyk,63231387007,10.06.1969,31-814,M
1909,Wojciech,Wójcik,73466649925,25.09.1969,39-941,M
1910,Adam,Wolny,77570708856,12.12.1979,9-536,M
1911,Szymon,Wójcik,77535979942,13.08.1960,61-883,K
1912,Piotr,Kowalczyk,96437540020,19.12.1990,36-699,K
1913,Adam,Szymañski,88086106638,25.02.1995,10-318,M
1914,Szymon,Nowak,66367948030,17.10.1974,6-866,M
1915,Sylwester,Kamiñski,68167584067,25.02.1989,2-777,M
1916,Adrian,Czerwiñski,81727787391,26.05.1987,25-790,K
1917,Marcin,Kamiñski,81447350039,09.02.1977,59-872,K
1918,Marcin,Zieliñski,79698643983,03.02.1982,30-503,M
1919,Szymon,Nowak,82742410666,19.08.1966,62-986,M
1920,Bogdan,Kowalski,92265001468,15.02.1980,7-874,K
1921,Wojciech,WoŸniak,88925352484,02.02.1970,2-400,K
1922,Bogdan,Abacki,80944457968,14.10.1974,88-389,M
1923,Bogdan,Szymañski,65835818313,08.06.1991,55-578,K
1924,Piotr,Wójcik,98541599214,03.06.1977,8-750,K
1925,Jakub,Wiœniewski,86073144634,01.11.1966,18-797,K
1926,Marcin,Kamiñski,72815788160,16.12.1980,16-564,M
1927,Szymon,Wolny,97756300503,20.06.1964,54-355,K
1928,Marcin,Jab³onowski,73291921018,20.09.1995,82-135,K
1929,Bogdan,Danielak,69975533422,08.05.1991,57-404,M
1930,Cezary,Górski,87933404185,21.02.1967,18-601,K
1931,Rafa³,Jab³onowski,97334686803,14.08.1971,63-589,M
1932,Piotr,Abacki,98204956865,22.12.1970,31-971,M
1933,Piotr,Nowak,89808530639,17.02.1979,73-700,M
1934,Wojciech,Wolny,60720254783,21.07.1960,12-289,M
1935,Michal,Kowalczyk,80009856861,28.03.1977,54-599,M
1936,Aleksander,Nowak,85691614254,22.04.1984,69-917,K
1937,Michal,Kowalski,74161864431,14.04.1992,2-171,K
1938,Bogdan,Czerwiñski,95886063772,09.10.1995,79-460,K
1939,Michal,Czerwiñski,75683535497,10.09.1974,88-810,K
1940,Wojciech,Górski,65800735024,03.05.1960,82-731,K
1941,Sylwester,Górski,99794441600,01.01.1971,6-077,M
1942,Sebastian,Brodowicz,60504284015,23.06.1981,81-420,K
1943,Szymon,Brodowicz,72118116371,04.08.1984,25-212,M
1944,Bogdan,Abacki,68638287134,16.05.1964,54-200,M
1945,Adam,Górski,62917410634,04.03.1975,22-308,K
1946,Tomek,Wójcik,67564241392,06.02.1961,32-380,K
1947,Adam,Wolny,78222992554,09.12.1989,49-615,M
1948,Adam,Szymañski,86996060757,02.03.1993,55-897,M
1949,Adam,Nowak,83537973526,09.11.1987,82-686,M
1950,Krzysztof,Szymañski,88927202967,18.07.1983,20-446,M
1951,Adam,Kowalczyk,91389946417,21.02.1974,86-732,M
1952,Piotr,WoŸniak,69157324446,18.10.1979,39-872,K
1953,Tomek,Jab³onowski,87481204618,14.01.1965,39-504,K
1954,Damian,Wiœniewski,87271830696,18.05.1969,45-970,M
1955,Damian,Kowalski,67768518675,24.11.1990,42-434,K
1956,Adam,Wolny,62537875033,24.02.1986,82-122,M
1957,Sebastian,Szymañski,81028657918,06.08.1994,21-685,M
1958,Adrian,Jab³onowski,81202735188,08.12.1964,29-413,K
1959,Sylwester,Wójcik,61104492556,28.03.1986,48-338,K
1960,Adam,Boguszewski,62495716393,01.02.1998,12-192,M
1961,Tomek,Wiœniewski,87518873968,12.04.1962,27-672,M
1962,Aleksander,Kowalski,89460587100,15.04.1976,71-306,M
1963,Adrian,Wójcik,73473327160,10.03.1969,54-952,M
1964,Michal,Wolny,86467805379,21.12.1990,42-078,M
1965,Cezary,Boguszewski,67727756796,01.02.1995,17-962,M
1966,Adam,Nowak,87382018107,10.12.1981,77-753,M
1967,Marcin,WoŸniak,99806632171,16.07.1998,65-350,K
1968,Bogdan,WoŸniak,87909341139,04.05.1975,16-793,M
1969,Jakub,Wójcik,61746551616,22.11.1968,53-254,M
1970,Damian,Jab³onowski,61584482649,13.08.1994,56-287,K
1971,Piotr,Górski,70681629862,12.03.1995,26-349,M
1972,Szymon,Szymañski,94337939480,06.06.1970,26-375,K
1973,Krzysztof,Szymañski,74552735446,08.02.1993,3-614,K
1974,Michal,Wiœniewski,68569510171,27.04.1965,30-806,K
1975,Rafa³,Wójcik,84117254746,11.05.1966,47-871,K
1976,Piotr,Danielak,95637561282,02.01.1973,4-706,M
1977,Adam,Danielak,67961927587,22.04.1975,71-107,K
1978,Rafa³,Boguszewski,60921132307,03.02.1974,4-807,M
1979,Cezary,Wiœniewski,61244399257,24.07.1974,74-282,K
1980,Wojciech,Kowalski,88831989992,10.12.1999,46-166,K
1981,Piotr,Zieliñski,87414263465,14.02.1984,16-085,M
1982,Tomek,Brodowicz,93358909017,20.10.1965,1-888,K
1983,Jakub,Abacki,62945627808,23.09.1980,9-437,M
1984,Michal,Nowak,83653042411,21.06.1986,49-432,K
1985,Sylwester,Kamiñski,61320491288,02.04.1981,54-472,K
1986,Damian,Wójcik,93688835638,28.03.1964,4-276,M
1987,Szymon,Kowalski,77091082664,01.03.1977,65-407,M
1988,Cezary,Górski,91357231302,04.03.1962,39-680,M
1989,Tomek,Kowalczyk,94186820344,15.08.1970,16-703,K
1990,Szymon,Czerwiñski,93883511468,08.02.1969,68-489,M
1991,Aleksander,Górski,63318218363,16.02.1973,51-044,K
1992,Wojciech,Jab³onowski,71195113862,07.03.1975,81-297,M
1993,Damian,Wolny,84047259215,20.05.1986,62-675,M
1994,Sylwester,Kamiñski,89620806460,17.06.1968,21-407,K
1995,Adrian,Kamiñski,84015980056,18.02.1994,62-427,K
1996,Marcin,Kowalczyk,60396576655,03.06.1992,4-165,M
1997,Damian,Górski,68394057645,25.01.1982,24-555,M
1998,Adrian,Nowak,75564573628,04.07.1963,29-002,M
1999,Michal,Boguszewski,77394058052,25.01.1994,18-274,M
2000,Wojciech,Wolny,82741238923,01.04.1991,2-978,M
2001,Aleksander,Wiœniewski,83195189657,18.10.1984,26-731,M
2002,Cezary,Zieliñski,98954585416,12.05.1962,32-055,K
2003,Szymon,Jab³onowski,95273112978,18.03.1999,65-771,K
2004,Marcin,Kamiñski,71510127837,15.04.1972,5-534,K
2005,Rafa³,Abacki,83810951788,23.07.1996,16-782,K
2006,Tomek,Kamiñski,95708411946,22.04.1997,70-125,K
2007,Damian,Wójcik,72384102432,08.10.1986,37-117,M
2008,Szymon,Abacki,63624586490,01.10.1990,41-223,K
2009,Sebastian,Nowak,73686961324,23.02.1982,23-573,M
2010,Jakub,Kowalczyk,70251939826,24.11.1988,9-831,M
2011,Adam,Szymañski,72863885455,22.03.1963,41-851,K
2012,Piotr,Wójcik,61758462548,03.06.1963,56-924,M
2013,Michal,Szymañski,97515740395,01.01.1985,35-431,M
2014,Adrian,Jab³onowski,71615574942,15.12.1992,41-134,M
2015,Piotr,Wiœniewski,88506542325,19.02.1988,66-986,K
2016,Wojciech,Kowalczyk,93327307161,28.08.1991,68-749,M
2017,Michal,WoŸniak,70897255744,11.09.1962,14-712,M
2018,Tomek,Górski,65020757860,07.04.1992,56-237,M
2019,Rafa³,Abacki,72082759361,07.08.1985,50-147,M
2020,Rafa³,Kowalski,60577612530,26.02.1985,55-524,M
2021,Adrian,Boguszewski,87416308709,24.02.1960,54-446,M
2022,Rafa³,Zieliñski,93475472959,13.06.1992,45-442,K
2023,Jakub,Kamiñski,95049927777,09.08.1967,5-264,M
2024,Marcin,Zieliñski,97963820251,26.10.1989,61-095,M
2025,Aleksander,Górski,96449064880,09.07.1967,20-161,K
2026,Krzysztof,Boguszewski,95626003474,04.12.1982,86-070,M
2027,Rafa³,Nowak,71453664170,22.03.1989,60-077,M
2028,Damian,Kowalski,64208718893,19.10.1989,56-228,K
2029,Sebastian,Zieliñski,98771182847,27.06.1998,14-736,M
2030,Tomek,Szymañski,67612050493,26.05.1994,90-193,K
2031,Wojciech,Szymañski,99914209550,10.11.1997,49-028,M
2032,Wojciech,Abacki,85230522071,16.05.1999,21-115,K
2033,Tomek,Jab³onowski,69266227544,26.10.1975,56-537,K
2034,Tomek,Wolny,81214762658,10.12.1990,56-535,K
2035,Rafa³,Kowalczyk,96685249066,15.10.1968,22-275,K
2036,Jakub,Górski,68473946806,12.09.1973,1-622,M
2037,Szymon,Wolny,77314473500,11.09.1985,59-846,K
2038,Aleksander,Górski,68192923077,28.05.1978,73-460,M
2039,Adam,Abacki,81979864617,26.03.1968,49-874,M
2040,Aleksander,Danielak,62284836195,18.12.1989,85-829,M
2041,Rafa³,Kowalczyk,97586874403,20.09.1972,84-242,M
2042,Aleksander,Wolny,87006915590,08.01.1981,76-250,M
2043,Marcin,Kamiñski,97023594485,19.02.1996,9-685,M
2044,Rafa³,Kowalski,81209413952,17.06.1995,53-445,M
2045,Rafa³,Jab³onowski,60234214031,27.12.1972,42-006,K
2046,Piotr,Wiœniewski,88028984618,09.10.1965,66-984,M
2047,Damian,Abacki,95089537365,14.07.1995,83-481,K
2048,Bogdan,Wolny,84186571805,28.11.1975,4-953,K
2049,Szymon,Czerwiñski,85121192185,22.08.1998,24-439,M
2050,Bogdan,Danielak,87346987285,28.12.1999,4-683,K
2051,Sebastian,Boguszewski,63545018916,20.05.1979,77-704,M
2052,Bogdan,Kowalczyk,85186721389,06.02.1985,27-784,M
2053,Marcin,Kowalski,70513536478,13.11.1971,11-950,M
2054,Sylwester,Kowalski,91387132932,05.08.1977,13-063,K
2055,Sebastian,Wójcik,91846617942,10.04.1978,15-081,K
2056,Adrian,Kamiñski,96408417171,01.10.1997,3-300,M
2057,Aleksander,Wójcik,71873722665,15.06.1996,87-125,M
2058,Damian,Nowak,92414988870,08.10.1991,37-928,K
2059,Tomek,Kamiñski,65133577000,20.02.1979,70-492,M
2060,Krzysztof,Wiœniewski,87177936884,05.11.1979,50-037,M
2061,Tomek,Zieliñski,81532215091,28.02.1999,47-534,M
2062,Piotr,Czerwiñski,67920661089,17.11.1962,6-457,M
2063,Szymon,Jab³onowski,66083047104,08.05.1973,16-716,K
2064,Damian,Wójcik,80100527252,14.03.1976,81-077,M
2065,Bogdan,Kowalski,95291539436,08.02.1961,16-078,K
2066,Adrian,Kamiñski,80606903015,07.09.1981,64-250,M
2067,Damian,Danielak,71709140524,28.05.1962,12-967,M
2068,Rafa³,Jab³onowski,62886916261,25.01.1973,50-212,K
2069,Bogdan,Jab³onowski,95758868129,22.02.1967,17-608,K
2070,Wojciech,WoŸniak,77095826139,22.06.1969,76-123,M
2071,Aleksander,Danielak,73959520726,07.06.1974,25-437,K
2072,Sebastian,WoŸniak,70751740025,21.08.1998,10-166,M
2073,Krzysztof,Wiœniewski,94626378914,03.11.1981,54-391,K
2074,Piotr,Kowalski,90670546444,12.06.1964,45-173,K
2075,Piotr,Wolny,67693641489,25.09.1973,19-145,K
2076,Bogdan,Jab³onowski,90931007289,18.09.1989,15-518,K
2077,Marcin,Kowalczyk,64505558229,27.09.1979,14-764,K
2078,Jakub,Czerwiñski,95789049738,04.05.1986,27-648,K
2079,Marcin,Kamiñski,74239569259,08.08.1986,20-304,K
2080,Sebastian,Nowak,90572972574,13.06.1969,16-401,M
2081,Tomek,Nowak,82604442241,09.09.1995,27-398,M
2082,Cezary,Wójcik,71442369933,22.06.1986,62-093,M
2083,Tomek,Brodowicz,61285733059,23.11.1999,31-400,M
2084,Tomek,Wiœniewski,81028490074,12.12.1988,67-765,M
2085,Tomek,Abacki,72463817375,17.02.1989,56-697,K
2086,Aleksander,WoŸniak,95253834130,08.01.1987,79-695,K
2087,Adam,Jab³onowski,92596784733,18.01.1975,64-487,M
2088,Marcin,Kamiñski,97251643682,08.11.1972,90-745,K
2089,Aleksander,Szymañski,63362628735,20.07.1990,44-860,K
2090,Damian,Jab³onowski,67572172812,10.12.1976,37-601,M
2091,Rafa³,Czerwiñski,65122086814,18.08.1995,40-873,M
2092,Cezary,Nowak,86053961308,21.09.1960,82-721,K
2093,Aleksander,Danielak,79431030611,12.07.1974,37-379,M
2094,Adrian,WoŸniak,69913064345,14.03.1994,37-435,K
2095,Bogdan,Boguszewski,94825680806,11.04.1983,16-426,K
2096,Marcin,WoŸniak,86717114313,20.06.1968,57-650,K
2097,Adrian,Brodowicz,86086562681,16.01.1981,36-788,M
2098,Wojciech,Kamiñski,95155057390,18.09.1985,8-297,M
2099,Jakub,Nowak,63827740443,18.07.1963,40-500,K
2100,Sylwester,Brodowicz,96078188708,17.09.1995,11-226,M
2101,Wojciech,Zieliñski,87898421432,18.05.1969,57-045,M
2102,Adrian,WoŸniak,83405741578,22.11.1987,13-883,M
2103,Sebastian,WoŸniak,71961086510,16.11.1962,77-481,M
2104,Michal,Jab³onowski,94100705063,25.02.1986,64-761,K
2105,Cezary,Wójcik,78834072611,10.03.1965,7-167,K
2106,Krzysztof,Górski,79931816010,08.07.1966,15-320,M
2107,Damian,Kamiñski,84027056947,08.07.1990,8-333,M
2108,Rafa³,Kowalski,84612716978,01.02.1967,88-164,K
2109,Cezary,Wiœniewski,85325143805,26.11.1995,20-962,K
2110,Tomek,Kowalczyk,81795582488,03.07.1991,35-218,M
2111,Rafa³,WoŸniak,74143347495,23.11.1969,41-559,M
2112,Aleksander,Wiœniewski,62474712607,20.02.1966,43-456,M
2113,Jakub,Wiœniewski,88787884471,26.12.1967,86-633,K
2114,Sebastian,Wiœniewski,88976531198,01.02.1970,90-987,M
2115,Adam,Brodowicz,88299017935,26.02.1995,79-051,M
2116,Damian,Szymañski,96730860168,06.07.1975,77-254,K
2117,Sylwester,Wiœniewski,92139506054,25.06.1970,3-810,M
2118,Wojciech,Nowak,86220447381,16.08.1985,17-860,M
2119,Michal,Szymañski,62317095479,24.06.1960,69-335,K
2120,Szymon,Danielak,75330342759,12.07.1997,58-455,M
2121,Michal,Wiœniewski,61895373813,23.02.1986,76-856,K
2122,Rafa³,Wolny,83573229197,21.06.1965,40-489,K
2123,Sylwester,Kowalski,82762153871,02.06.1985,25-383,M
2124,Piotr,Wiœniewski,98520778819,21.10.1983,24-236,K
2125,Cezary,Wiœniewski,90360476627,05.10.1962,1-322,K
2126,Szymon,Danielak,62066138231,19.12.1997,42-071,K
2127,Szymon,Wolny,66233762099,14.06.1992,20-172,M
2128,Adam,Zieliñski,76820324762,23.04.1997,89-878,K
2129,Cezary,Wolny,70210603141,16.03.1989,3-876,K
2130,Tomek,Górski,94349394503,11.05.1988,34-071,M
2131,Jakub,Zieliñski,99529154914,11.05.1970,57-099,M
2132,Aleksander,Wolny,99238278462,11.10.1979,75-200,K
2133,Adrian,Wójcik,74631681807,07.12.1979,31-638,K
2134,Sylwester,Górski,84794236660,13.05.1998,37-466,K
2135,Tomek,Boguszewski,64530243171,07.07.1962,40-308,M
2136,Michal,Abacki,97349105264,17.03.1979,74-610,K
2137,Damian,Wójcik,69766171145,28.02.1978,15-750,M
2138,Tomek,Czerwiñski,82931201490,15.07.1967,87-455,M
2139,Krzysztof,Wiœniewski,73839222466,04.11.1976,35-415,K
2140,Szymon,Wójcik,74871387964,27.02.1993,11-287,M
2141,Tomek,Boguszewski,84025466169,22.06.1986,26-079,M
2142,Piotr,Kowalski,81900051853,20.06.1984,71-166,K
2143,Marcin,Brodowicz,75188592945,11.08.1983,55-061,K
2144,Bogdan,Jab³onowski,79537825148,26.12.1976,36-712,M
2145,Aleksander,Kowalczyk,99582868638,05.08.1981,81-114,M
2146,Sebastian,Abacki,80524106950,25.06.1975,51-306,K
2147,Tomek,Czerwiñski,69752062532,05.06.1964,5-926,M
2148,Krzysztof,Szymañski,97863435379,14.09.1980,69-021,M
2149,Jakub,WoŸniak,73429907782,05.01.1979,15-517,K
2150,Jakub,Wójcik,64121060764,27.06.1981,43-537,K
2151,Tomek,Nowak,82871674487,15.06.1982,76-208,K
2152,Adam,Wiœniewski,75493620024,14.05.1986,8-374,M
2153,Adrian,Wiœniewski,89395127600,03.09.1986,34-277,K
2154,Damian,Wiœniewski,63433741017,15.03.1985,71-832,M
2155,Sylwester,Nowak,73174369982,14.10.1995,18-673,K
2156,Rafa³,Jab³onowski,60938575230,25.03.1990,4-284,M
2157,Tomek,Czerwiñski,97287752619,01.10.1983,68-453,M
2158,Michal,Brodowicz,66819440415,03.06.1993,64-301,M
2159,Adam,Danielak,79931243978,07.09.1996,58-554,M
2160,Krzysztof,Zieliñski,81448772920,06.11.1997,88-643,K
2161,Bogdan,Boguszewski,88583603551,07.06.1963,23-416,M
2162,Aleksander,Kowalski,68640526682,28.08.1992,7-079,M
2163,Sebastian,Wolny,95879742969,03.09.1996,24-192,M
2164,Szymon,Kowalczyk,63753327892,16.04.1964,47-294,K
2165,Szymon,Kowalski,79792519257,15.08.1960,79-679,K
2166,Michal,Zieliñski,66098939879,27.09.1984,90-836,M
2167,Krzysztof,Wiœniewski,97213314531,01.06.1973,37-608,K
2168,Jakub,Kamiñski,98290931343,15.05.1984,7-621,M
2169,Piotr,Kowalski,69227473638,08.10.1995,12-470,K
2170,Marcin,Boguszewski,68005710971,18.02.1987,77-649,M
2171,Piotr,Boguszewski,81417693203,18.04.1984,83-816,M
2172,Piotr,Wójcik,97403622695,28.07.1967,27-494,K
2173,Michal,Jab³onowski,60979699030,13.03.1987,30-357,M
2174,Cezary,WoŸniak,60651825839,12.08.1985,45-939,K
2175,Adam,WoŸniak,64325287954,15.08.1981,86-193,M
2176,Cezary,Danielak,85675793734,22.12.1995,7-905,K
2177,Sylwester,Kowalski,79745432744,17.06.1961,69-869,M
2178,Szymon,Brodowicz,77718522354,19.10.1992,63-730,K
2179,Jakub,Brodowicz,69694594306,09.05.1965,64-561,K
2180,Marcin,Zieliñski,96401631158,26.09.1989,10-114,M
2181,Cezary,Wolny,92205029341,28.06.1992,6-758,K
2182,Szymon,Jab³onowski,68006328568,20.04.1998,21-111,K
2183,Szymon,Abacki,74533478532,04.07.1969,51-860,M
2184,Rafa³,Kowalski,79370673726,03.03.1995,37-746,K
2185,Wojciech,Kamiñski,91478342053,04.03.1968,67-727,K
2186,Tomek,Wolny,96981455136,19.07.1972,55-562,M
2187,Cezary,Jab³onowski,87039021564,24.01.1963,48-629,M
2188,Szymon,Abacki,92041447020,23.05.1997,10-488,M
2189,Sebastian,Kowalski,97231225976,01.09.1990,2-200,M
2190,Aleksander,Boguszewski,81417435855,24.04.1983,64-310,M
2191,Adrian,Kowalczyk,93314046564,10.05.1991,62-193,K
2192,Damian,Boguszewski,76577016787,23.05.1977,31-500,M
2193,Aleksander,Czerwiñski,70292920223,11.09.1998,57-788,K
2194,Jakub,Danielak,77114885442,23.04.1994,32-095,K
2195,Tomek,Wolny,72314847254,07.09.1972,51-022,K
2196,Sebastian,Kamiñski,60166959761,08.10.1976,35-290,M
2197,Krzysztof,Zieliñski,77904247475,22.08.1999,19-222,M
2198,Michal,Jab³onowski,97231291938,28.01.1991,20-594,K
2199,Damian,Zieliñski,62102971310,12.01.1978,75-699,K
2200,Adrian,Zieliñski,61912641585,01.09.1979,54-275,K
2201,Krzysztof,Wolny,67667939830,11.12.1981,42-413,K
2202,Bogdan,Brodowicz,99255933156,23.07.1985,60-963,K
2203,Marcin,Abacki,94487265563,11.01.1975,17-898,K
2204,Krzysztof,Brodowicz,75235748654,19.10.1976,15-668,M
2205,Marcin,Jab³onowski,98400085425,03.01.1999,78-339,M
2206,Aleksander,Nowak,64381568214,24.01.1983,2-453,M
2207,Wojciech,Boguszewski,89267018748,19.05.1986,5-251,M
2208,Piotr,Jab³onowski,96403787649,03.07.1973,12-258,K
2209,Sebastian,Nowak,64364513732,14.02.1961,67-511,M
2210,Jakub,Kowalski,67440461322,10.10.1984,73-224,K
2211,Rafa³,Nowak,75842457834,26.11.1984,61-308,K
2212,Krzysztof,Wolny,91195094949,05.10.1973,32-971,K
2213,Adam,Górski,75543061028,28.08.1967,22-495,K
2214,Szymon,Wójcik,84749958430,06.11.1966,88-215,K
2215,Damian,Danielak,84212951258,14.11.1962,57-304,M
2216,Wojciech,Nowak,79825974617,20.04.1998,10-852,K
2217,Michal,Kamiñski,91740121356,19.04.1993,69-195,K
2218,Wojciech,Jab³onowski,78246999164,19.01.1987,26-468,K
2219,Tomek,Nowak,95701926750,01.07.1996,4-277,M
2220,Bogdan,Kowalski,99159024989,20.11.1988,69-151,K
2221,Tomek,Górski,98035642517,09.07.1998,23-047,K
2222,Krzysztof,WoŸniak,92810107491,06.06.1968,65-330,K
2223,Sylwester,Szymañski,77990598800,05.08.1968,32-545,M
2224,Adam,Czerwiñski,99861625788,22.01.1971,64-343,M
2225,Bogdan,Brodowicz,73687150128,05.02.1981,49-243,K
2226,Tomek,Brodowicz,73437850838,18.04.1975,77-235,K
2227,Aleksander,Kamiñski,97563253818,25.09.1977,80-052,K
2228,Sylwester,WoŸniak,75145568277,16.08.1984,41-781,M
2229,Sylwester,Zieliñski,97570839060,14.02.1964,52-346,K
2230,Tomek,Kowalczyk,79919211041,02.12.1965,22-168,M
2231,Szymon,Abacki,84842411198,18.04.1987,19-888,M
2232,Rafa³,Wiœniewski,83774761667,08.07.1978,48-734,M
2233,Krzysztof,Wójcik,94823571372,01.09.1978,79-235,K
2234,Marcin,Danielak,71572501963,27.04.1978,56-520,K
2235,Marcin,Zieliñski,95248479991,21.07.1963,14-220,K
2236,Adam,Górski,86197146145,21.08.1991,25-870,K
2237,Tomek,Jab³onowski,75507104653,09.02.1962,54-490,M
2238,Jakub,Boguszewski,67285963924,15.06.1998,84-689,M
2239,Adam,Brodowicz,99666389968,27.10.1983,17-416,M
2240,Adrian,Danielak,99079987202,21.11.1982,59-162,K
2241,Michal,Zieliñski,72672784769,11.09.1998,72-975,M
2242,Jakub,Zieliñski,95221536966,24.01.1992,42-894,K
2243,Cezary,WoŸniak,60114450193,17.06.1977,25-460,M
2244,Sebastian,Abacki,73894149270,11.06.1984,58-257,K
2245,Adam,Boguszewski,99629510923,19.10.1975,65-746,K
2246,Adrian,Wójcik,63418063482,08.12.1999,87-930,M
2247,Tomek,WoŸniak,71723217631,08.11.1984,78-542,M
2248,Bogdan,Jab³onowski,98935991834,24.11.1965,8-274,M
2249,Sylwester,Kowalski,62826852157,07.07.1996,63-360,M
2250,Adam,Kowalczyk,88397530643,05.02.1974,27-531,K
2251,Damian,Nowak,61636671619,13.01.1964,42-587,K
2252,Krzysztof,Zieliñski,63894601044,06.10.1965,57-782,M
2253,Aleksander,Boguszewski,68974770112,19.08.1972,19-248,K
2254,Michal,Jab³onowski,63146562697,10.03.1972,70-440,M
2255,Adrian,Górski,70790282336,23.02.1993,40-682,M
2256,Cezary,Danielak,92004077179,13.06.1974,24-565,K
2257,Szymon,Nowak,98881442976,21.12.1973,32-169,K
2258,Michal,Wójcik,93647921056,20.03.1988,46-659,K
2259,Adrian,Czerwiñski,80434631052,01.08.1964,62-580,M
2260,Tomek,Kowalski,81315408016,15.11.1977,31-271,K
2261,Wojciech,Boguszewski,65514073934,22.08.1967,39-219,K
2262,Adam,Boguszewski,61945817393,01.12.1972,21-838,K
2263,Aleksander,Boguszewski,76416672443,15.01.1969,34-386,K
2264,Bogdan,Kowalski,94570392669,08.02.1994,69-821,M
